epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,801.162,0.46525,0.28447,0.84309,0.94425,0.92059,0.97389,0.90527,0.39824,0.25955,0.81606,0.000369488,0.000369488,0.000369488
2,1342.03,0.46767,0.29684,0.84037,0.95263,0.94284,0.96467,0.88134,0.40301,0.27974,0.81895,0.000725173,0.000725173,0.000725173
3,1844.09,0.47239,0.30628,0.84237,0.91452,0.94328,0.95668,0.87807,0.41963,0.28498,0.82689,0.00106619,0.00106619,0.00106619
4,2351.32,0.47196,0.30706,0.84295,0.91827,0.93197,0.95835,0.8941,0.41437,0.27588,0.82144,0.00104501,0.00104501,0.00104501
5,2849.97,0.46816,0.30345,0.83999,0.96662,0.90589,0.95318,0.89068,0.41136,0.27682,0.82132,0.00102301,0.00102301,0.00102301
6,4117.19,0.46253,0.3001,0.83826,0.92877,0.9725,0.96487,0.8988,0.37938,0.26795,0.81387,0.00100101,0.00100101,0.00100101
7,5353.25,0.4554,0.29571,0.83753,0.96412,0.93325,0.96109,0.90736,0.37124,0.26344,0.81363,0.000979013,0.000979013,0.000979013
8,6591.55,0.44669,0.2898,0.83348,0.93982,0.95268,0.96518,0.88663,0.38396,0.27485,0.81747,0.000957015,0.000957015,0.000957015
9,7830.88,0.4508,0.28992,0.83558,0.94762,0.92801,0.9511,0.88629,0.36412,0.25738,0.8125,0.000935018,0.000935018,0.000935018
10,9054.01,0.43464,0.28458,0.83163,0.96815,0.92622,0.95197,0.88437,0.36926,0.25505,0.81191,0.00091302,0.00091302,0.00091302
11,10279.5,0.43531,0.28045,0.8317,0.93952,0.97557,0.97216,0.90629,0.3577,0.25207,0.8097,0.000891022,0.000891022,0.000891022
12,11505.5,0.4306,0.27783,0.83041,0.96381,0.93151,0.95375,0.89286,0.36041,0.25062,0.81094,0.000869024,0.000869024,0.000869024
