epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,32.6093,0.77452,0.73118,1,0.84863,0.00013566,0.00013566,0.00013566
2,48.1763,0.46059,0.94624,1,0.70182,0.000272946,0.000272946,0.000272946
3,53.1417,0.31428,0.93548,1,0.62891,0.000404578,0.000404578,0.000404578
4,58.2067,0.20736,0.98925,1,0.57454,0.000530555,0.000530555,0.000530555
5,63.0917,0.18102,0.98925,1,0.56755,0.000650877,0.000650877,0.000650877
6,68.4289,0.24038,0.97849,1,0.58675,0.000643314,0.000643314,0.000643314
7,73.0297,0.15276,0.96774,1,0.59001,0.000629177,0.000629177,0.000629177
8,77.8918,0.31523,0.97849,1,0.58057,0.00061504,0.00061504,0.00061504
9,82.5098,0.23412,0.97849,1,0.58219,0.000600902,0.000600902,0.000600902
10,87.3153,0.20128,0.95699,1,0.61344,0.000586765,0.000586765,0.000586765
11,92.0271,0.22304,0.90323,1,0.64616,0.000572628,0.000572628,0.000572628
12,96.6533,0.13017,0.96774,1,0.58105,0.000558491,0.000558491,0.000558491
13,101.181,0.10251,0.97849,1,0.57454,0.000544354,0.000544354,0.000544354
14,105.856,0.14036,0.98925,1,0.56755,0.000530216,0.000530216,0.000530216
15,110.593,0.0871,0.98925,1,0.56706,0.000516079,0.000516079,0.000516079
16,115.159,0.17227,0.97849,1,0.57129,0.000501942,0.000501942,0.000501942
17,119.76,0.16934,0.97849,1,0.57259,0.000487805,0.000487805,0.000487805
18,124.464,0.08299,0.98925,1,0.56673,0.000473668,0.000473668,0.000473668
19,129.071,0.11827,0.97849,1,0.56771,0.00045953,0.00045953,0.00045953
20,133.701,0.05245,0.97849,1,0.56608,0.000445393,0.000445393,0.000445393
21,138.3,0.0972,1,1,0.5638,0.000431256,0.000431256,0.000431256
22,142.982,0.06282,0.98925,1,0.57015,0.000417119,0.000417119,0.000417119
23,147.669,0.13907,1,1,0.56331,0.000402982,0.000402982,0.000402982
24,152.444,0.21375,0.98925,1,0.56201,0.000388844,0.000388844,0.000388844
25,157.191,0.08744,1,1,0.55892,0.000374707,0.000374707,0.000374707
26,161.942,0.0928,1,1,0.56152,0.00036057,0.00036057,0.00036057
27,166.265,0.08401,1,1,0.56413,0.000346433,0.000346433,0.000346433
28,170.622,0.09412,0.97849,1,0.5682,0.000332296,0.000332296,0.000332296
29,175.124,0.05581,0.98925,1,0.56266,0.000318158,0.000318158,0.000318158
30,179.481,0.03957,0.98925,1,0.56283,0.000304021,0.000304021,0.000304021
31,183.895,0.10003,0.98925,1,0.56169,0.000289884,0.000289884,0.000289884
32,188.52,0.06269,0.98925,1,0.56689,0.000275747,0.000275747,0.000275747
33,193.177,0.1174,0.98925,1,0.5651,0.00026161,0.00026161,0.00026161
34,197.722,0.08818,0.98925,1,0.56429,0.000247472,0.000247472,0.000247472
35,202.123,0.11091,0.98925,1,0.56641,0.000233335,0.000233335,0.000233335
36,206.859,0.04823,0.98925,1,0.56299,0.000219198,0.000219198,0.000219198
37,211.224,0.06798,0.98925,1,0.56266,0.000205061,0.000205061,0.000205061
38,215.51,0.05134,0.98925,1,0.56087,0.000190924,0.000190924,0.000190924
39,219.944,0.07489,0.98925,1,0.56087,0.000176786,0.000176786,0.000176786
40,224.346,0.07652,1,1,0.55794,0.000162649,0.000162649,0.000162649
41,357.878,0.03952,1,1,0.55892,0.000148512,0.000148512,0.000148512
42,363.464,0.09785,1,1,0.56006,0.000134375,0.000134375,0.000134375
43,367.94,0.04429,1,1,0.5625,0.000120238,0.000120238,0.000120238
44,372.495,0.04721,1,1,0.55485,0.0001061,0.0001061,0.0001061
45,377.016,0.03598,1,1,0.5555,9.19632e-05,9.19632e-05,9.19632e-05
46,381.427,0.04357,1,1,0.55632,7.7826e-05,7.7826e-05,7.7826e-05
47,385.921,0.08456,1,1,0.55632,6.36888e-05,6.36888e-05,6.36888e-05
48,390.38,0.02684,1,1,0.55566,4.95516e-05,4.95516e-05,4.95516e-05
49,394.997,0.07264,1,1,0.55469,3.54144e-05,3.54144e-05,3.54144e-05
50,399.64,0.06595,1,1,0.55469,2.12772e-05,2.12772e-05,2.12772e-05
