epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,67.8508,1.10512,3.97594,1.01833,0.03778,0.88361,0.66301,0.48255,0.94206,3.46572,0.90849,0.000327381,0.000327381,0.000327381
2,125.061,0.95327,2.18038,0.97595,0.94708,0.72266,0.90638,0.65969,0.93172,1.88624,0.93573,0.000647632,0.000647632,0.000647632
3,181.458,0.93902,1.82989,0.96312,0.87289,0.79924,0.90674,0.66258,0.94478,0.99287,0.96993,0.000954683,0.000954683,0.000954683
4,238.368,0.90442,1.83631,0.95431,0.96463,0.84219,0.93692,0.70789,0.85371,0.76291,0.95469,0.0009406,0.0009406,0.0009406
5,294.985,0.90611,1.39332,0.96133,0.91894,0.85273,0.94379,0.70955,0.84712,0.73068,0.95867,0.0009208,0.0009208,0.0009208
6,350.131,0.85371,1.19943,0.94335,0.95018,0.84561,0.94823,0.7302,0.80094,0.75207,0.93418,0.000901,0.000901,0.000901
7,405.048,0.87911,1.09966,0.94855,0.92213,0.92818,0.96412,0.73546,0.79703,0.65304,0.92398,0.0008812,0.0008812,0.0008812
8,460.732,0.83526,0.9665,0.9286,0.95823,0.87182,0.96798,0.74234,0.84364,0.62144,0.92715,0.0008614,0.0008614,0.0008614
9,516.945,0.82198,0.86589,0.92161,0.94387,0.90736,0.96847,0.745,0.78722,0.61593,0.91791,0.0008416,0.0008416,0.0008416
10,575.177,0.803,0.82491,0.91315,0.95041,0.89311,0.96762,0.74594,0.80663,0.59284,0.93143,0.0008218,0.0008218,0.0008218
11,633.532,0.78989,0.7669,0.92526,0.92173,0.89514,0.9542,0.73048,0.80463,0.64211,0.93968,0.000802,0.000802,0.000802
12,690.588,0.77995,0.72065,0.90938,0.9727,0.93095,0.98101,0.76149,0.78972,0.57049,0.91941,0.0007822,0.0007822,0.0007822
13,745.189,0.77716,0.70049,0.90247,0.93939,0.94062,0.97846,0.72971,0.82052,0.58039,0.93364,0.0007624,0.0007624,0.0007624
14,800.115,0.77415,0.67044,0.90688,0.92286,0.93781,0.9758,0.76683,0.7688,0.54987,0.92158,0.0007426,0.0007426,0.0007426
15,855.448,0.78567,0.64796,0.90577,0.90714,0.94062,0.97195,0.76453,0.75748,0.55129,0.91448,0.0007228,0.0007228,0.0007228
16,910.812,0.74449,0.62201,0.89469,0.9299,0.93349,0.97486,0.777,0.7622,0.5182,0.92114,0.000703,0.000703,0.000703
17,965.283,0.7698,0.61097,0.90715,0.93607,0.93905,0.9797,0.75639,0.77263,0.53843,0.91505,0.0006832,0.0006832,0.0006832
18,1020.09,0.7273,0.5909,0.89138,0.92783,0.97714,0.98658,0.75905,0.77146,0.51193,0.93563,0.0006634,0.0006634,0.0006634
19,1074.98,0.72968,0.55455,0.89101,0.95964,0.91924,0.97875,0.77807,0.756,0.5058,0.92042,0.0006436,0.0006436,0.0006436
20,1129.88,0.72037,0.55573,0.89439,0.95326,0.92874,0.98249,0.78444,0.74309,0.50215,0.91021,0.0006238,0.0006238,0.0006238
21,1185.1,0.73725,0.54994,0.89479,0.95359,0.94299,0.98389,0.78569,0.74214,0.48524,0.91128,0.000604,0.000604,0.000604
22,1240.14,0.71406,0.52875,0.89195,0.93929,0.95552,0.9817,0.782,0.74564,0.49233,0.91257,0.0005842,0.0005842,0.0005842
23,1295.13,0.71496,0.51376,0.89106,0.94967,0.94774,0.98417,0.79037,0.74526,0.48384,0.91193,0.0005644,0.0005644,0.0005644
24,1350.27,0.70044,0.50627,0.88197,0.93599,0.94299,0.9789,0.78634,0.74052,0.48988,0.91896,0.0005446,0.0005446,0.0005446
25,1405.36,0.67694,0.49839,0.87465,0.92985,0.94452,0.9703,0.79437,0.73042,0.50371,0.9004,0.0005248,0.0005248,0.0005248
26,1460.35,0.67808,0.49242,0.87874,0.95443,0.94519,0.98077,0.78715,0.75281,0.48008,0.91316,0.000505,0.000505,0.000505
27,1515.77,0.67793,0.48063,0.87755,0.95611,0.93112,0.9745,0.79599,0.72616,0.4722,0.90213,0.0004852,0.0004852,0.0004852
28,1570.8,0.67134,0.47393,0.8756,0.94321,0.94676,0.9749,0.8159,0.68473,0.45297,0.88244,0.0004654,0.0004654,0.0004654
29,1627.03,0.65581,0.46522,0.86511,0.97066,0.96437,0.98363,0.79129,0.74502,0.4562,0.90616,0.0004456,0.0004456,0.0004456
30,1683.13,0.64326,0.4486,0.86488,0.96396,0.95304,0.98076,0.79915,0.72998,0.45654,0.90895,0.0004258,0.0004258,0.0004258
