epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,401.233,0.35397,0.20288,0.81866,0.99776,0.99799,0.99466,0.9808,0.24595,0.15888,0.76656,0.000367707,0.000367707,0.000367707
2,557.521,0.36094,0.21308,0.82444,0.99723,0.99639,0.99489,0.97446,0.2773,0.17623,0.77037,0.000723427,0.000723427,0.000723427
3,711.07,0.37109,0.21581,0.81995,0.99487,0.99766,0.99435,0.97534,0.28298,0.1877,0.77078,0.00106448,0.00106448,0.00106448
4,863.815,0.37298,0.22487,0.82668,0.9946,0.99819,0.99489,0.96822,0.31547,0.1989,0.77582,0.00104501,0.00104501,0.00104501
5,1016.16,0.36062,0.21938,0.82042,0.99071,0.99196,0.99444,0.97512,0.27258,0.18409,0.77056,0.00102301,0.00102301,0.00102301
6,1168.59,0.36513,0.2224,0.82037,0.99424,0.998,0.99462,0.97572,0.27767,0.17996,0.77269,0.00100101,0.00100101,0.00100101
7,1320.96,0.36184,0.21835,0.82214,0.99379,0.99819,0.99477,0.96882,0.2966,0.19321,0.77418,0.000979013,0.000979013,0.000979013
8,1472.94,0.35437,0.21707,0.82041,0.99656,0.99639,0.99498,0.97131,0.28492,0.18302,0.7722,0.000957015,0.000957015,0.000957015
9,1625.27,0.35868,0.21444,0.8197,0.99401,0.99804,0.99458,0.97164,0.28765,0.18214,0.77257,0.000935018,0.000935018,0.000935018
10,1777.24,0.36017,0.2148,0.82385,0.99343,0.99608,0.99498,0.96946,0.30245,0.189,0.77565,0.00091302,0.00091302,0.00091302
11,1929.19,0.35267,0.21891,0.81881,0.99768,0.99539,0.995,0.97517,0.28091,0.18817,0.77393,0.000891022,0.000891022,0.000891022
12,2081.12,0.3565,0.21837,0.82081,0.99417,0.99752,0.99491,0.97744,0.26741,0.18508,0.77084,0.000869024,0.000869024,0.000869024
13,2233.23,0.34952,0.21369,0.81687,0.99562,0.99777,0.99481,0.97527,0.27185,0.17771,0.76937,0.000847026,0.000847026,0.000847026
14,2385.42,0.34663,0.21115,0.81305,0.99623,0.99686,0.99485,0.97826,0.26757,0.18123,0.76872,0.000825029,0.000825029,0.000825029
15,2537.44,0.3488,0.21376,0.817,0.99406,0.99791,0.99491,0.97887,0.26667,0.17734,0.76925,0.000803031,0.000803031,0.000803031
16,2689.71,0.34714,0.21215,0.81897,0.9949,0.99639,0.9949,0.97125,0.30006,0.1895,0.77264,0.000781033,0.000781033,0.000781033
17,2841.98,0.34148,0.21102,0.81405,0.99696,0.99037,0.99493,0.97443,0.28198,0.19274,0.77065,0.000759035,0.000759035,0.000759035
18,2994.13,0.33499,0.20514,0.81803,0.9962,0.99778,0.99489,0.97532,0.27565,0.17794,0.7703,0.000737037,0.000737037,0.000737037
19,3145.83,0.33528,0.20701,0.81529,0.9945,0.99458,0.99462,0.97529,0.27713,0.17471,0.77024,0.00071504,0.00071504,0.00071504
20,3297.58,0.33826,0.20583,0.81189,0.99453,0.99202,0.99491,0.96039,0.33016,0.19563,0.77677,0.000693042,0.000693042,0.000693042
21,3449.53,0.33092,0.20118,0.81087,0.99598,0.99806,0.99494,0.97862,0.26014,0.16842,0.76643,0.000671044,0.000671044,0.000671044
22,3601.36,0.33508,0.20218,0.8135,0.99584,0.99819,0.99483,0.98025,0.25472,0.16867,0.7654,0.000649046,0.000649046,0.000649046
23,3753.21,0.33178,0.19939,0.81234,0.99563,0.99531,0.99487,0.97743,0.27362,0.1761,0.76961,0.000627048,0.000627048,0.000627048
24,3905.14,0.32539,0.19801,0.81294,0.99525,0.99695,0.99498,0.97907,0.26223,0.17012,0.76747,0.000605051,0.000605051,0.000605051
25,4056.85,0.32894,0.20013,0.81227,0.99706,0.99639,0.99498,0.97769,0.26212,0.16677,0.76899,0.000583053,0.000583053,0.000583053
26,4208.91,0.32926,0.1981,0.81261,0.99579,0.99592,0.99492,0.97762,0.26142,0.16562,0.76732,0.000561055,0.000561055,0.000561055
27,4360.55,0.32685,0.19477,0.81358,0.99434,0.99638,0.99498,0.97725,0.26274,0.16552,0.76752,0.000539057,0.000539057,0.000539057
28,4512.46,0.33099,0.1972,0.81048,0.99567,0.99794,0.99492,0.97945,0.26591,0.16813,0.76767,0.000517059,0.000517059,0.000517059
29,4664.41,0.32479,0.19407,0.81065,0.99546,0.99639,0.99489,0.97791,0.2698,0.17149,0.76829,0.000495062,0.000495062,0.000495062
30,4816.5,0.3217,0.19239,0.81319,0.99384,0.99785,0.99492,0.97578,0.26487,0.16593,0.76779,0.000473064,0.000473064,0.000473064
31,4968.28,0.32021,0.19309,0.80863,0.99753,0.99639,0.99498,0.98058,0.25691,0.16418,0.76724,0.000451066,0.000451066,0.000451066
32,5120.28,0.3171,0.19019,0.80833,0.99681,0.99781,0.99498,0.97727,0.26025,0.16284,0.76763,0.000429068,0.000429068,0.000429068
33,5271.8,0.31811,0.18995,0.80992,0.99565,0.99639,0.99496,0.97842,0.25474,0.15936,0.76556,0.00040707,0.00040707,0.00040707
34,5423.79,0.31994,0.1862,0.80948,0.99409,0.99564,0.99496,0.97541,0.27375,0.16854,0.76786,0.000385073,0.000385073,0.000385073
