epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,102.254,0.66458,0.31572,0.71156,0.94333,0.95,0.98257,0.8888,0.59324,0.27641,0.69418,0.000339286,0.000339286,0.000339286
2,197.221,0.66721,0.29477,0.7062,0.9274,0.97492,0.98603,0.87937,0.6285,0.28234,0.6935,0.000670957,0.000670957,0.000670957
3,291.395,0.65239,0.29018,0.69343,0.95403,0.93158,0.98427,0.87167,0.63428,0.29884,0.6951,0.00096036,0.00096036,0.00096036
4,383.479,0.66717,0.29088,0.69986,0.93386,0.97895,0.98571,0.88865,0.61388,0.28433,0.68861,0.000940541,0.000940541,0.000940541
5,488.437,0.62408,0.27703,0.68514,0.94561,0.9608,0.98698,0.88904,0.6225,0.28363,0.6919,0.000920721,0.000920721,0.000920721
6,573.371,0.65418,0.28619,0.69543,0.94573,0.96299,0.98349,0.87801,0.6501,0.28911,0.69965,0.000900901,0.000900901,0.000900901
7,679.749,0.64687,0.28344,0.69194,0.93728,0.97105,0.98356,0.88846,0.62501,0.28407,0.69892,0.000881081,0.000881081,0.000881081
8,768.941,0.63863,0.27527,0.69583,0.92738,0.97452,0.9859,0.88163,0.64588,0.28535,0.70011,0.000861261,0.000861261,0.000861261
9,866.827,0.61083,0.26365,0.68866,0.95232,0.96316,0.98778,0.88619,0.63151,0.28196,0.68957,0.000841442,0.000841442,0.000841442
10,962.96,0.60765,0.2634,0.68759,0.95858,0.94737,0.98734,0.88292,0.66153,0.28739,0.69568,0.000821622,0.000821622,0.000821622
11,1069.4,0.61722,0.26222,0.68781,0.94085,0.96277,0.98616,0.88684,0.62382,0.28538,0.69248,0.000801802,0.000801802,0.000801802
12,1153.61,0.59469,0.25854,0.68175,0.93152,0.96651,0.98345,0.87893,0.63102,0.29239,0.69822,0.000781982,0.000781982,0.000781982
13,1253.8,0.6046,0.26073,0.6863,0.94121,0.969,0.98581,0.89231,0.63992,0.28313,0.70191,0.000762162,0.000762162,0.000762162
14,1349.57,0.59809,0.2598,0.68829,0.93654,0.97096,0.98557,0.87841,0.65179,0.29299,0.7028,0.000742343,0.000742343,0.000742343
15,1443.02,0.59235,0.2565,0.68337,0.93876,0.96053,0.98695,0.8828,0.63916,0.28744,0.68999,0.000722523,0.000722523,0.000722523
16,1545.57,0.57168,0.25023,0.68017,0.94575,0.96842,0.98773,0.89002,0.64322,0.27908,0.68737,0.000702703,0.000702703,0.000702703
17,1647.8,0.58235,0.25241,0.68079,0.96274,0.95789,0.98927,0.8861,0.63123,0.27072,0.68542,0.000682883,0.000682883,0.000682883
18,1739.51,0.58078,0.24961,0.6835,0.96231,0.95789,0.98826,0.89233,0.62783,0.28058,0.6854,0.000663063,0.000663063,0.000663063
19,1842.8,0.56976,0.24623,0.67698,0.96565,0.94474,0.98906,0.8858,0.63339,0.27345,0.68816,0.000643244,0.000643244,0.000643244
20,1934.44,0.55754,0.24358,0.67441,0.93612,0.97895,0.98806,0.88501,0.63476,0.276,0.68867,0.000623424,0.000623424,0.000623424
21,2027.79,0.56962,0.24488,0.67638,0.93814,0.95263,0.98544,0.88756,0.63464,0.2832,0.69059,0.000603604,0.000603604,0.000603604
22,2130.46,0.54702,0.24183,0.67201,0.9623,0.9404,0.98766,0.89378,0.60744,0.28191,0.68267,0.000583784,0.000583784,0.000583784
23,2232.53,0.54792,0.23965,0.67414,0.94868,0.97299,0.98965,0.89926,0.60886,0.2686,0.6806,0.000563964,0.000563964,0.000563964
24,2327.19,0.55793,0.23961,0.67872,0.95998,0.96053,0.98963,0.88978,0.63379,0.26701,0.68434,0.000544145,0.000544145,0.000544145
