epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,403.831,0.39492,0.23231,0.82161,0.97571,0.89696,0.92869,0.89555,0.30472,0.19876,0.77637,0.000366593,0.000366593,0.000366593
2,805.803,0.39134,0.24304,0.81991,0.96601,0.99239,0.9938,0.94581,0.36073,0.21638,0.7836,0.000722335,0.000722335,0.000722335
3,1122.29,0.40023,0.24397,0.81567,0.97354,0.98722,0.99399,0.9555,0.31217,0.21366,0.77737,0.00106341,0.00106341,0.00106341
4,1434.61,0.39886,0.24445,0.81784,0.97757,0.98993,0.99343,0.95458,0.32215,0.20954,0.78119,0.00104501,0.00104501,0.00104501
5,1746.49,0.40497,0.24794,0.81265,0.98759,0.9845,0.99431,0.95275,0.33214,0.21425,0.78866,0.00102301,0.00102301,0.00102301
6,2058.75,0.39163,0.24651,0.80874,0.98668,0.98392,0.99409,0.95334,0.33554,0.21035,0.78953,0.00100101,0.00100101,0.00100101
7,2371.06,0.39909,0.24614,0.8148,0.9798,0.99234,0.99421,0.94287,0.35537,0.22558,0.78094,0.000979013,0.000979013,0.000979013
8,2682.91,0.39477,0.24446,0.81411,0.98344,0.99342,0.99404,0.95833,0.32465,0.22002,0.77562,0.000957015,0.000957015,0.000957015
9,2995.56,0.38572,0.24155,0.81459,0.98434,0.98722,0.99394,0.95935,0.32432,0.21758,0.77674,0.000935018,0.000935018,0.000935018
10,3306.15,0.39772,0.24277,0.81231,0.98113,0.99066,0.99411,0.94462,0.34231,0.2119,0.78298,0.00091302,0.00091302,0.00091302
11,3617.91,0.38378,0.23696,0.81328,0.97784,0.99318,0.99401,0.95929,0.31006,0.21283,0.78373,0.000891022,0.000891022,0.000891022
12,3930.06,0.37792,0.23396,0.8101,0.97334,0.99008,0.99294,0.94547,0.34573,0.22443,0.78711,0.000869024,0.000869024,0.000869024
13,4243,0.38424,0.23432,0.80879,0.98616,0.99054,0.99459,0.96144,0.31969,0.19974,0.77969,0.000847026,0.000847026,0.000847026
14,4553.94,0.37196,0.22833,0.80909,0.98003,0.98673,0.99397,0.95093,0.32464,0.20555,0.78031,0.000825029,0.000825029,0.000825029
15,4865.63,0.37451,0.23108,0.80632,0.98298,0.98722,0.99424,0.96271,0.31504,0.21837,0.77557,0.000803031,0.000803031,0.000803031
16,5177.29,0.37353,0.23139,0.8096,0.98267,0.9822,0.99194,0.94196,0.3692,0.22654,0.78912,0.000781033,0.000781033,0.000781033
17,5488.02,0.37755,0.23082,0.81174,0.98008,0.98769,0.99384,0.96411,0.31237,0.20736,0.78204,0.000759035,0.000759035,0.000759035
18,5799,0.36805,0.22579,0.80453,0.98199,0.99361,0.99387,0.95521,0.32568,0.21548,0.78211,0.000737037,0.000737037,0.000737037
19,6110.06,0.3716,0.22901,0.80809,0.98354,0.98991,0.99314,0.95646,0.32567,0.21409,0.78343,0.00071504,0.00071504,0.00071504
20,6422.13,0.36309,0.22616,0.80841,0.98371,0.99014,0.99363,0.96516,0.29952,0.19978,0.78108,0.000693042,0.000693042,0.000693042
21,6734.59,0.36246,0.22354,0.80584,0.97979,0.98859,0.9941,0.95396,0.32938,0.21809,0.78429,0.000671044,0.000671044,0.000671044
22,7046.17,0.37102,0.22432,0.80596,0.9775,0.98801,0.99365,0.95694,0.32123,0.20358,0.79048,0.000649046,0.000649046,0.000649046
23,7357.81,0.35429,0.21853,0.80277,0.98634,0.98292,0.99388,0.95878,0.32508,0.20176,0.78867,0.000627048,0.000627048,0.000627048
24,7669.06,0.34843,0.21464,0.80174,0.98317,0.98344,0.99344,0.94991,0.34375,0.21258,0.78361,0.000605051,0.000605051,0.000605051
25,7980.62,0.3572,0.21723,0.80442,0.98279,0.9864,0.99388,0.95908,0.31971,0.20266,0.78333,0.000583053,0.000583053,0.000583053
26,8294.8,0.35001,0.21342,0.80203,0.97916,0.99002,0.99291,0.96143,0.3165,0.20249,0.78087,0.000561055,0.000561055,0.000561055
27,8607.65,0.35111,0.21543,0.80353,0.97766,0.98799,0.99328,0.95335,0.3299,0.20531,0.78221,0.000539057,0.000539057,0.000539057
28,8920.57,0.35037,0.21341,0.80404,0.98393,0.99318,0.99434,0.96174,0.30806,0.19796,0.77879,0.000517059,0.000517059,0.000517059
29,9233.25,0.35194,0.21291,0.80291,0.98035,0.98716,0.99273,0.96434,0.29913,0.19804,0.78119,0.000495062,0.000495062,0.000495062
30,9545.71,0.34127,0.20676,0.80113,0.97546,0.99,0.99351,0.96538,0.29521,0.19379,0.78188,0.000473064,0.000473064,0.000473064
31,9858.48,0.34243,0.20765,0.8021,0.98262,0.99315,0.99341,0.96222,0.30432,0.1929,0.78443,0.000451066,0.000451066,0.000451066
32,10171.3,0.34684,0.20999,0.80344,0.9808,0.98692,0.99299,0.95722,0.32735,0.19874,0.78386,0.000429068,0.000429068,0.000429068
33,10483.9,0.33342,0.20557,0.79752,0.97992,0.98666,0.99331,0.96277,0.29401,0.18976,0.77724,0.00040707,0.00040707,0.00040707
34,10795.7,0.33792,0.20533,0.79906,0.97241,0.99299,0.9937,0.96611,0.29045,0.19866,0.7713,0.000385073,0.000385073,0.000385073
35,10899.9,0.32798,0.19902,0.79588,0.9774,0.98787,0.99332,0.95344,0.32287,0.19489,0.78914,0.000363075,0.000363075,0.000363075
36,11006.4,0.3325,0.20539,0.79751,0.97697,0.98375,0.993,0.96155,0.31897,0.20141,0.7861,0.000341077,0.000341077,0.000341077
37,11107,0.32824,0.19739,0.79626,0.98192,0.98967,0.99401,0.96777,0.29258,0.19029,0.77822,0.000319079,0.000319079,0.000319079
38,11198.9,0.3321,0.20153,0.79534,0.98066,0.98993,0.99367,0.96361,0.2938,0.19257,0.78046,0.000297081,0.000297081,0.000297081
39,11290.9,0.31923,0.19395,0.79463,0.98115,0.99196,0.99388,0.96559,0.29774,0.18897,0.78037,0.000275084,0.000275084,0.000275084
40,11382.1,0.33111,0.19755,0.80156,0.98644,0.98607,0.99437,0.96186,0.30553,0.18547,0.78111,0.000253086,0.000253086,0.000253086
41,11722.8,0.30414,0.18017,0.78279,0.98387,0.98781,0.99404,0.95963,0.29769,0.1872,0.7784,0.000231088,0.000231088,0.000231088
42,11870.7,0.2927,0.1752,0.77806,0.98366,0.98823,0.99337,0.95779,0.30782,0.19313,0.78666,0.00020909,0.00020909,0.00020909
43,11978.5,0.28463,0.17347,0.77789,0.97867,0.98995,0.99384,0.95951,0.31479,0.19401,0.78896,0.000187092,0.000187092,0.000187092
44,12086.2,0.28699,0.17367,0.78407,0.98264,0.98994,0.99366,0.96664,0.30285,0.19083,0.78525,0.000165095,0.000165095,0.000165095
45,12193.4,0.28032,0.16816,0.77806,0.98041,0.99361,0.99371,0.96373,0.31143,0.18349,0.78971,0.000143097,0.000143097,0.000143097
46,12344.4,0.2755,0.1666,0.7788,0.98062,0.99085,0.99355,0.96299,0.30733,0.18717,0.78991,0.000121099,0.000121099,0.000121099
47,12460.4,0.27877,0.16552,0.77986,0.97868,0.99281,0.9939,0.96233,0.30364,0.18326,0.7884,9.91012e-05,9.91012e-05,9.91012e-05
48,12568.7,0.27595,0.16451,0.78121,0.98367,0.98824,0.9938,0.96383,0.2972,0.18165,0.78776,7.71034e-05,7.71034e-05,7.71034e-05
49,12676.1,0.27904,0.16569,0.77718,0.98423,0.98798,0.9938,0.96355,0.28749,0.18033,0.77882,5.51056e-05,5.51056e-05,5.51056e-05
50,12783.3,0.27614,0.16341,0.77896,0.98387,0.98814,0.99377,0.96314,0.2926,0.1832,0.77955,3.31078e-05,3.31078e-05,3.31078e-05
