epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,41.1615,0.1389,0.98379,1,0.57523,0.000236898,0.000236898,0.000236898
2,84.4862,0.14711,0.97062,1,0.58739,0.000465495,0.000465495,0.000465495
3,120.615,0.16484,0.97771,1,0.5797,0.000684667,0.000684667,0.000684667
4,156.31,0.15074,0.98075,1,0.58088,0.000671588,0.000671588,0.000671588
5,192.649,0.14034,0.98278,1,0.57422,0.000657451,0.000657451,0.000657451
6,228.241,0.12679,0.9767,1,0.58146,0.000643314,0.000643314,0.000643314
7,262.797,0.11708,0.98075,1,0.57269,0.000629177,0.000629177,0.000629177
8,297.361,0.10918,0.98683,1,0.57123,0.00061504,0.00061504,0.00061504
9,331.977,0.10824,0.97974,1,0.57234,0.000600902,0.000600902,0.000600902
10,366.61,0.11445,0.96454,1,0.59479,0.000586765,0.000586765,0.000586765
11,401.116,0.10123,0.97568,1,0.57603,0.000572628,0.000572628,0.000572628
12,436.051,0.0952,0.98784,1,0.56786,0.000558491,0.000558491,0.000558491
13,471.145,0.07338,0.98278,1,0.57316,0.000544354,0.000544354,0.000544354
14,505.791,0.09299,0.97974,1,0.57304,0.000530216,0.000530216,0.000530216
15,540.497,0.08907,0.98075,1,0.57469,0.000516079,0.000516079,0.000516079
16,574.86,0.08607,0.97062,1,0.58184,0.000501942,0.000501942,0.000501942
17,609.648,0.08595,0.98278,1,0.56812,0.000487805,0.000487805,0.000487805
18,643.996,0.09029,0.98582,1,0.56853,0.000473668,0.000473668,0.000473668
19,678.256,0.06484,0.98278,1,0.57091,0.00045953,0.00045953,0.00045953
20,712.826,0.06794,0.98886,1,0.56584,0.000445393,0.000445393,0.000445393
21,747.343,0.07453,0.98582,1,0.56809,0.000431256,0.000431256,0.000431256
22,781.706,0.06323,0.98379,1,0.57227,0.000417119,0.000417119,0.000417119
23,816.18,0.06337,0.9848,1,0.56779,0.000402982,0.000402982,0.000402982
24,850.627,0.06671,0.98683,1,0.5693,0.000388844,0.000388844,0.000388844
25,885.066,0.05927,0.98176,1,0.56856,0.000374707,0.000374707,0.000374707
26,919.678,0.05936,0.98886,1,0.56541,0.00036057,0.00036057,0.00036057
27,955.035,0.05367,0.98987,1,0.5639,0.000346433,0.000346433,0.000346433
28,990.534,0.05617,0.98379,1,0.5668,0.000332296,0.000332296,0.000332296
29,1026.39,0.052,0.98683,1,0.56589,0.000318158,0.000318158,0.000318158
30,1062.24,0.04164,0.98886,1,0.56445,0.000304021,0.000304021,0.000304021
31,1098.21,0.04593,0.9848,1,0.56551,0.000289884,0.000289884,0.000289884
32,1134.13,0.04184,0.9848,1,0.56497,0.000275747,0.000275747,0.000275747
33,1169.49,0.04401,0.98683,1,0.56637,0.00026161,0.00026161,0.00026161
34,1205.05,0.05124,0.98683,1,0.56754,0.000247472,0.000247472,0.000247472
35,1240.02,0.0482,0.98784,1,0.565,0.000233335,0.000233335,0.000233335
36,1275.12,0.04436,0.98784,1,0.56409,0.000219198,0.000219198,0.000219198
37,1310.05,0.04053,0.98683,1,0.5648,0.000205061,0.000205061,0.000205061
38,1345.02,0.05084,0.98886,1,0.56357,0.000190924,0.000190924,0.000190924
39,1380.1,0.03854,0.98886,1,0.56338,0.000176786,0.000176786,0.000176786
40,1415.45,0.03056,0.98582,1,0.56557,0.000162649,0.000162649,0.000162649
41,1490.05,0.02972,0.98886,1,0.56297,0.000148512,0.000148512,0.000148512
42,1525.34,0.03118,0.9848,1,0.5643,0.000134375,0.000134375,0.000134375
43,1558.96,0.03531,0.98987,1,0.5633,0.000120238,0.000120238,0.000120238
44,1592.48,0.03528,0.9848,1,0.56485,0.0001061,0.0001061,0.0001061
45,1626.17,0.0334,0.9848,1,0.56483,9.19632e-05,9.19632e-05,9.19632e-05
46,1659.98,0.02982,0.9848,1,0.565,7.7826e-05,7.7826e-05,7.7826e-05
47,1693.66,0.03057,0.98683,1,0.56335,6.36888e-05,6.36888e-05,6.36888e-05
48,1727.55,0.02884,0.98582,1,0.5642,4.95516e-05,4.95516e-05,4.95516e-05
49,1761.02,0.02726,0.98683,1,0.5633,3.54144e-05,3.54144e-05,3.54144e-05
50,1794.82,0.02611,0.98886,1,0.56297,2.12772e-05,2.12772e-05,2.12772e-05
