epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,467.628,0.37733,0.2148,0.81135,0.99089,0.99053,0.99489,0.96189,0.30039,0.18746,0.78536,0.000367247,0.000367247,0.000367247
2,888.022,0.36989,0.21906,0.81719,0.99536,0.97723,0.99439,0.96435,0.31333,0.20373,0.78904,0.000722976,0.000722976,0.000722976
3,1297.27,0.37495,0.2252,0.81714,0.99542,0.99089,0.99493,0.96499,0.30806,0.20045,0.78558,0.00106404,0.00106404,0.00106404
4,1706,0.36649,0.22258,0.80982,0.98975,0.98861,0.99473,0.96322,0.32741,0.20296,0.79312,0.00104501,0.00104501,0.00104501
5,2114.87,0.36571,0.22215,0.81089,0.99315,0.99018,0.99491,0.97066,0.29514,0.19829,0.78526,0.00102301,0.00102301,0.00102301
6,2523.26,0.36569,0.2212,0.80991,0.99315,0.99035,0.99475,0.97359,0.29387,0.19999,0.78625,0.00100101,0.00100101,0.00100101
7,2930.83,0.36545,0.22523,0.81182,0.99543,0.99313,0.99495,0.96763,0.30478,0.20086,0.78447,0.000979013,0.000979013,0.000979013
8,3339.32,0.35476,0.21786,0.80561,0.99293,0.98178,0.99468,0.96586,0.3239,0.20533,0.79508,0.000957015,0.000957015,0.000957015
9,3747.3,0.35428,0.22075,0.81088,0.99362,0.99089,0.99489,0.97017,0.31508,0.19544,0.79839,0.000935018,0.000935018,0.000935018
10,4154.91,0.34766,0.21432,0.81171,0.99541,0.98838,0.99493,0.95522,0.36138,0.20447,0.80109,0.00091302,0.00091302,0.00091302
11,4562.64,0.35452,0.2159,0.8109,0.99345,0.99089,0.99495,0.97231,0.30712,0.19855,0.79474,0.000891022,0.000891022,0.000891022
12,4971.18,0.35149,0.21945,0.806,0.99478,0.99089,0.99491,0.97056,0.29186,0.19618,0.78739,0.000869024,0.000869024,0.000869024
13,5378.92,0.35518,0.21644,0.8078,0.99479,0.99089,0.99495,0.96895,0.32006,0.20054,0.79938,0.000847026,0.000847026,0.000847026
14,5786.61,0.35566,0.21629,0.81173,0.99315,0.99082,0.99489,0.97308,0.29943,0.19537,0.78873,0.000825029,0.000825029,0.000825029
15,6194.52,0.34988,0.21381,0.80441,0.99542,0.99082,0.99493,0.97283,0.30084,0.19615,0.78973,0.000803031,0.000803031,0.000803031
16,6602.88,0.34222,0.21172,0.80616,0.9927,0.99089,0.99491,0.97324,0.29294,0.19492,0.78507,0.000781033,0.000781033,0.000781033
17,7010.41,0.34073,0.20995,0.80538,0.9954,0.98619,0.99468,0.96892,0.29062,0.19255,0.78736,0.000759035,0.000759035,0.000759035
18,7418.39,0.33517,0.20721,0.80592,0.99052,0.99089,0.99489,0.97208,0.28794,0.18951,0.78487,0.000737037,0.000737037,0.000737037
19,7826.39,0.33874,0.20751,0.80773,0.9928,0.98861,0.99484,0.96655,0.30722,0.19123,0.79268,0.00071504,0.00071504,0.00071504
20,8238.2,0.34363,0.20823,0.80958,0.99513,0.98861,0.99484,0.96141,0.29123,0.18767,0.78473,0.000693042,0.000693042,0.000693042
21,8651.5,0.33342,0.202,0.80119,0.98836,0.99089,0.99484,0.9701,0.29421,0.18737,0.78413,0.000671044,0.000671044,0.000671044
