epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,101.47,0.78069,0.62461,0.88478,0.91556,0.92029,0.96557,0.83681,0.73103,0.4302,0.86187,0.000368421,0.000368421,0.000368421
2,225.096,0.73823,0.44648,0.8563,0.93929,0.93424,0.98026,0.84251,0.7504,0.40569,0.84503,0.000727985,0.000727985,0.000727985
3,327.066,0.72767,0.42789,0.85306,0.90918,0.9372,0.97266,0.83348,0.77042,0.42906,0.86098,0.0009604,0.0009604,0.0009604
4,448.422,0.70777,0.41288,0.84142,0.93144,0.94686,0.97825,0.84446,0.74761,0.41267,0.84705,0.0009406,0.0009406,0.0009406
5,569.555,0.68557,0.40654,0.83838,0.95111,0.94444,0.97972,0.84247,0.73172,0.40338,0.84087,0.0009208,0.0009208,0.0009208
6,688.61,0.70433,0.41022,0.83566,0.94088,0.9226,0.97552,0.81971,0.81034,0.44155,0.86568,0.000901,0.000901,0.000901
7,793.567,0.68009,0.39615,0.8346,0.96766,0.92271,0.98063,0.84295,0.73888,0.41445,0.846,0.0008812,0.0008812,0.0008812
8,916.355,0.67669,0.39015,0.82832,0.96097,0.93478,0.98307,0.85934,0.69514,0.38898,0.83086,0.0008614,0.0008614,0.0008614
9,1034.73,0.6736,0.38642,0.82932,0.94628,0.93597,0.9786,0.85142,0.70553,0.40608,0.83608,0.0008416,0.0008416,0.0008416
10,1154.73,0.67002,0.38272,0.81954,0.95004,0.94444,0.98209,0.84528,0.74742,0.39826,0.83665,0.0008218,0.0008218,0.0008218
11,1272.32,0.66264,0.38319,0.82861,0.9434,0.94686,0.98114,0.85846,0.71122,0.39315,0.8334,0.000802,0.000802,0.000802
12,1390.47,0.66689,0.37663,0.82484,0.9624,0.92729,0.97707,0.85478,0.72457,0.40502,0.83519,0.0007822,0.0007822,0.0007822
13,1495.67,0.64726,0.36233,0.82072,0.95347,0.94052,0.97958,0.85878,0.72431,0.3977,0.83947,0.0007624,0.0007624,0.0007624
14,1616.88,0.62313,0.35357,0.81466,0.9657,0.952,0.98246,0.85814,0.70274,0.38917,0.83229,0.0007426,0.0007426,0.0007426
15,1735.57,0.61913,0.34479,0.81593,0.97073,0.94444,0.98147,0.86516,0.70304,0.38489,0.82235,0.0007228,0.0007228,0.0007228
16,1843.5,0.61163,0.35717,0.80591,0.96417,0.9372,0.9819,0.86098,0.7312,0.38698,0.8245,0.000703,0.000703,0.000703
17,1968.87,0.62078,0.34446,0.80931,0.96488,0.94686,0.98594,0.86387,0.71743,0.38202,0.82378,0.0006832,0.0006832,0.0006832
18,2088.94,0.62428,0.35173,0.80668,0.97017,0.9427,0.98082,0.86539,0.71903,0.3767,0.82777,0.0006634,0.0006634,0.0006634
19,2210.04,0.60229,0.33517,0.81032,0.93929,0.9717,0.98266,0.86254,0.72996,0.37742,0.83018,0.0006436,0.0006436,0.0006436
20,2318.87,0.60204,0.33966,0.80826,0.94872,0.95169,0.98309,0.85288,0.75305,0.39758,0.82841,0.0006238,0.0006238,0.0006238
21,2418.71,0.60987,0.34564,0.8118,0.97668,0.93237,0.98369,0.86267,0.71778,0.37955,0.8233,0.000604,0.000604,0.000604
22,2525.73,0.60158,0.33802,0.81162,0.95864,0.95169,0.98257,0.8609,0.70775,0.37091,0.82574,0.0005842,0.0005842,0.0005842
23,2637.27,0.57633,0.32491,0.80143,0.96063,0.94308,0.98215,0.86457,0.71785,0.37751,0.83342,0.0005644,0.0005644,0.0005644
24,2752.79,0.56868,0.32634,0.79772,0.96625,0.93961,0.98174,0.85977,0.73668,0.3803,0.83268,0.0005446,0.0005446,0.0005446
