epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,287.386,0.36218,0.2084,0.82765,0.99579,0.99546,0.99494,0.97243,0.28998,0.17459,0.79154,0.000367549,0.000367549,0.000367549
2,443.595,0.35532,0.21255,0.81851,0.99328,0.99313,0.99494,0.9769,0.27364,0.18702,0.78605,0.000723272,0.000723272,0.000723272
3,590.079,0.37498,0.22713,0.8277,0.99217,0.9927,0.9949,0.97226,0.29038,0.1913,0.78441,0.00106433,0.00106433,0.00106433
4,735.24,0.37064,0.22108,0.81797,0.99176,0.99265,0.99475,0.97032,0.29047,0.19575,0.78601,0.00104501,0.00104501,0.00104501
5,880.519,0.36325,0.221,0.82106,0.98936,1,0.9949,0.97163,0.28633,0.1837,0.78427,0.00102301,0.00102301,0.00102301
6,1025.55,0.36683,0.2223,0.82123,0.99181,0.99682,0.99496,0.97223,0.2939,0.1888,0.78832,0.00100101,0.00100101,0.00100101
7,1170.57,0.35557,0.22074,0.81617,0.9947,0.99724,0.99496,0.97281,0.28379,0.19121,0.78683,0.000979013,0.000979013,0.000979013
8,1315.47,0.36144,0.2211,0.82392,0.99563,0.99723,0.99494,0.96807,0.30499,0.18853,0.78832,0.000957015,0.000957015,0.000957015
9,1460.66,0.36069,0.22082,0.81735,0.99502,0.99366,0.99498,0.96787,0.29883,0.19398,0.78738,0.000935018,0.000935018,0.000935018
10,1605.88,0.35436,0.21747,0.81443,0.99479,0.99158,0.99494,0.96682,0.29502,0.1939,0.78687,0.00091302,0.00091302,0.00091302
11,1750.89,0.35623,0.21623,0.81468,0.99545,0.99153,0.99496,0.97313,0.27637,0.18188,0.78218,0.000891022,0.000891022,0.000891022
12,1895.95,0.35839,0.2156,0.8201,0.99089,0.99127,0.99468,0.97156,0.29,0.1968,0.78467,0.000869024,0.000869024,0.000869024
