epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,294.85,0.92506,6.21591,1.46893,0.98301,0.95393,0.98793,0.89136,0.46309,0.43378,0.83219,0.000367027,0.000367027,0.000367027
2,435.511,0.61071,1.12114,1.17193,0.97636,0.92803,0.9766,0.87382,0.50604,0.56236,0.83148,0.00072276,0.00072276,0.00072276
3,575.499,0.62862,1.20226,1.1283,0.98471,0.92497,0.97981,0.86026,0.5529,0.7655,0.8282,0.00106383,0.00106383,0.00106383
4,710.639,0.58796,1.1068,1.12521,0.93239,0.87164,0.94049,0.81771,0.57864,0.76781,0.837,0.00104501,0.00104501,0.00104501
5,973.958,0.58384,0.8437,1.15207,0.97669,0.91609,0.97006,0.86579,0.49773,0.61566,0.82062,0.00102301,0.00102301,0.00102301
6,1378.63,0.55749,0.91778,1.09559,0.98346,0.95421,0.98875,0.87413,0.52531,0.50322,0.82614,0.00100101,0.00100101,0.00100101
7,1783.14,0.55423,0.84246,1.07416,0.95702,0.90626,0.96276,0.84438,0.54171,0.58607,0.83759,0.000979013,0.000979013,0.000979013
8,2188,0.55813,0.75164,1.09432,0.95265,0.84383,0.9533,0.83297,0.56776,0.9097,0.84292,0.000957015,0.000957015,0.000957015
9,2592.79,0.52509,0.74197,1.07417,0.96011,0.91123,0.97054,0.8575,0.523,0.69266,0.83502,0.000935018,0.000935018,0.000935018
10,2997.59,0.54094,0.7497,1.09853,0.96914,0.9001,0.97275,0.8622,0.51678,0.75916,0.83229,0.00091302,0.00091302,0.00091302
11,3402.18,0.53729,0.69225,1.07348,0.97225,0.92881,0.97396,0.86162,0.5251,0.58486,0.83348,0.000891022,0.000891022,0.000891022
12,3806.46,0.49917,0.65008,1.03433,0.95236,0.90479,0.95438,0.83525,0.54447,0.60835,0.83157,0.000869024,0.000869024,0.000869024
13,4210.6,0.5235,0.6739,1.07053,0.98081,0.94939,0.98265,0.87075,0.52446,0.47133,0.82794,0.000847026,0.000847026,0.000847026
14,4614.98,0.56,0.6801,1.13361,0.95123,0.90919,0.97228,0.85308,0.53493,0.63915,0.84039,0.000825029,0.000825029,0.000825029
15,5019.32,0.48512,0.61552,1.04639,0.92596,0.90173,0.97308,0.86782,0.50707,0.64673,0.82864,0.000803031,0.000803031,0.000803031
16,5423.47,0.48969,0.78324,1.04228,0.98522,0.91511,0.96885,0.85102,0.53124,0.61242,0.83288,0.000781033,0.000781033,0.000781033
17,5826.98,0.47684,0.59049,1.03888,0.96405,0.92674,0.97595,0.87844,0.49087,0.57618,0.82759,0.000759035,0.000759035,0.000759035
18,6231.21,0.54178,0.68156,1.09079,0.96751,0.87978,0.9621,0.86238,0.50309,0.77011,0.83073,0.000737037,0.000737037,0.000737037
19,6634.6,0.4708,0.66378,1.02726,0.96442,0.90797,0.97051,0.85996,0.51798,0.68571,0.8393,0.00071504,0.00071504,0.00071504
20,7017.38,0.5128,0.60921,1.04376,0.92312,0.82331,0.9348,0.80673,0.58654,0.74257,0.85038,0.000693042,0.000693042,0.000693042
21,7195.59,0.46432,0.5689,1.03673,0.92742,0.87853,0.95383,0.83299,0.54058,0.65676,0.84928,0.000671044,0.000671044,0.000671044
22,7330.25,0.44114,0.55335,1.02942,0.87672,0.81345,0.9583,0.84675,0.53623,0.96946,0.84432,0.000649046,0.000649046,0.000649046
23,7464.96,0.44279,0.65322,1.00697,0.87429,0.85293,0.96557,0.85148,0.54065,0.78748,0.84101,0.000627048,0.000627048,0.000627048
24,7599.68,0.47294,0.57763,1.0292,0.8625,0.86868,0.95737,0.85236,0.50218,0.72906,0.82252,0.000605051,0.000605051,0.000605051
25,7734.46,0.45145,0.5675,1.02453,0.95817,0.89844,0.96814,0.85578,0.51328,0.76206,0.82686,0.000583053,0.000583053,0.000583053
26,7868.79,0.4374,0.50342,1.0019,0.90388,0.91799,0.96118,0.84469,0.50209,0.53114,0.83761,0.000561055,0.000561055,0.000561055
27,8003.49,0.42325,0.45632,1.00091,0.91505,0.88917,0.9612,0.85523,0.52302,0.68662,0.83405,0.000539057,0.000539057,0.000539057
28,8137.79,0.45101,0.51775,1.03309,0.89461,0.85391,0.95434,0.84199,0.52129,0.74733,0.8316,0.000517059,0.000517059,0.000517059
29,8272.32,0.40751,0.58903,0.96969,0.95865,0.91236,0.9757,0.85789,0.5451,0.56633,0.84192,0.000495062,0.000495062,0.000495062
30,8406.81,0.40946,0.47092,0.9783,0.96268,0.93387,0.97291,0.84598,0.54122,0.46201,0.85094,0.000473064,0.000473064,0.000473064
31,8541.04,0.43063,0.54002,0.99899,0.94262,0.91344,0.97005,0.84971,0.52887,0.55539,0.84305,0.000451066,0.000451066,0.000451066
32,8675.25,0.39586,0.51835,0.95428,0.96705,0.93157,0.98388,0.87672,0.50099,0.46258,0.84006,0.000429068,0.000429068,0.000429068
33,8809.91,0.39317,0.46027,0.97124,0.95894,0.94287,0.97507,0.86492,0.49952,0.44923,0.84354,0.00040707,0.00040707,0.00040707
34,8945.12,0.47724,0.53734,1.01004,0.95462,0.92693,0.96967,0.85304,0.52602,0.57425,0.85339,0.000385073,0.000385073,0.000385073
35,9079.76,0.3609,0.56285,0.94227,0.95985,0.89387,0.97032,0.85705,0.51807,0.65343,0.84021,0.000363075,0.000363075,0.000363075
36,9214.33,0.38537,0.44467,0.96273,0.9539,0.90653,0.96648,0.84528,0.51938,0.56054,0.86009,0.000341077,0.000341077,0.000341077
37,9348.57,0.37041,0.44452,0.95229,0.96152,0.89888,0.97198,0.86388,0.51491,0.62371,0.8384,0.000319079,0.000319079,0.000319079
38,9482.92,0.37702,0.44476,0.9839,0.95454,0.91241,0.97674,0.86699,0.52061,0.53539,0.83654,0.000297081,0.000297081,0.000297081
39,9617.49,0.37326,0.50418,0.95191,0.96896,0.88655,0.97461,0.85658,0.54931,0.6386,0.84272,0.000275084,0.000275084,0.000275084
40,9752.3,0.38292,0.4269,0.9389,0.94303,0.88617,0.97484,0.86519,0.5332,0.66901,0.83418,0.000253086,0.000253086,0.000253086
41,9996,0.3476,0.54053,0.88464,0.92774,0.83081,0.94416,0.83198,0.53618,0.90003,0.85539,0.000231088,0.000231088,0.000231088
42,10130.9,0.34211,0.40455,0.8765,0.92778,0.86862,0.96015,0.83128,0.59359,0.74808,0.85661,0.00020909,0.00020909,0.00020909
43,10264.7,0.3481,0.48664,0.84972,0.94377,0.85322,0.96096,0.85009,0.5245,0.79236,0.84916,0.000187092,0.000187092,0.000187092
44,10398.2,0.34088,0.43339,0.84326,0.9477,0.7989,0.94606,0.83406,0.51063,0.98681,0.85457,0.000165095,0.000165095,0.000165095
45,10531.6,0.30546,0.37193,0.84087,0.96083,0.83198,0.95292,0.8331,0.54094,0.89821,0.85973,0.000143097,0.000143097,0.000143097
46,10664.9,0.29183,0.38795,0.8147,0.96438,0.80288,0.95116,0.8391,0.53495,0.97119,0.85295,0.000121099,0.000121099,0.000121099
47,10798.2,0.33377,0.38391,0.80826,0.95938,0.83034,0.95546,0.83924,0.53739,0.87502,0.85784,9.91012e-05,9.91012e-05,9.91012e-05
48,10931.8,0.32002,0.34364,0.8332,0.96468,0.83253,0.95801,0.84471,0.53009,0.86889,0.85382,7.71034e-05,7.71034e-05,7.71034e-05
49,11065.7,0.34234,0.43044,0.88155,0.95732,0.86302,0.96184,0.84887,0.5265,0.73312,0.85264,5.51056e-05,5.51056e-05,5.51056e-05
50,11199.3,0.31293,0.40096,0.84932,0.95933,0.87266,0.96433,0.85117,0.52928,0.70714,0.85204,3.31078e-05,3.31078e-05,3.31078e-05
