epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,36.0814,0.11433,0.96907,1,0.34085,0.000236155,0.000236155,0.000236155
2,69.5928,0.09723,0.96735,1,0.3395,0.000464767,0.000464767,0.000464767
3,90.5923,0.0842,0.97251,1,0.33909,0.000683954,0.000683954,0.000683954
4,111.489,0.11333,0.97423,1,0.34483,0.000671588,0.000671588,0.000671588
5,132.433,0.09157,0.9811,1,0.33681,0.000657451,0.000657451,0.000657451
6,153.037,0.09372,0.97594,1,0.34259,0.000643314,0.000643314,0.000643314
7,173.849,0.08328,0.97423,1,0.33711,0.000629177,0.000629177,0.000629177
8,194.683,0.0726,0.97938,1,0.33777,0.00061504,0.00061504,0.00061504
9,215.391,0.06441,0.97251,1,0.34006,0.000600902,0.000600902,0.000600902
10,236.468,0.06914,0.97766,1,0.33513,0.000586765,0.000586765,0.000586765
11,257.197,0.05946,0.97938,1,0.33438,0.000572628,0.000572628,0.000572628
12,278.049,0.06883,0.97938,1,0.33679,0.000558491,0.000558491,0.000558491
13,298.832,0.07179,0.98625,1,0.33126,0.000544354,0.000544354,0.000544354
14,319.743,0.05672,0.97423,1,0.33488,0.000530216,0.000530216,0.000530216
15,340.561,0.05296,0.97766,1,0.33487,0.000516079,0.000516079,0.000516079
16,361.498,0.04647,0.97423,1,0.34399,0.000501942,0.000501942,0.000501942
17,382.351,0.04652,0.97594,1,0.33981,0.000487805,0.000487805,0.000487805
18,403.382,0.05954,0.97766,1,0.33252,0.000473668,0.000473668,0.000473668
19,424.257,0.0497,0.97938,1,0.3345,0.00045953,0.00045953,0.00045953
20,445.179,0.04468,0.97423,1,0.3355,0.000445393,0.000445393,0.000445393
21,465.976,0.04083,0.97594,1,0.33373,0.000431256,0.000431256,0.000431256
22,486.867,0.04117,0.97594,1,0.33676,0.000417119,0.000417119,0.000417119
23,507.602,0.03685,0.97594,1,0.33459,0.000402982,0.000402982,0.000402982
24,528.494,0.04036,0.97251,1,0.33923,0.000388844,0.000388844,0.000388844
25,549.296,0.03937,0.97594,1,0.33297,0.000374707,0.000374707,0.000374707
26,570.551,0.05037,0.9811,1,0.33122,0.00036057,0.00036057,0.00036057
27,591.574,0.03499,0.97079,1,0.34121,0.000346433,0.000346433,0.000346433
28,612.489,0.04435,0.97423,1,0.33675,0.000332296,0.000332296,0.000332296
29,633.202,0.0433,0.97938,1,0.33256,0.000318158,0.000318158,0.000318158
30,654.242,0.03407,0.97938,1,0.33276,0.000304021,0.000304021,0.000304021
31,674.965,0.04317,0.97938,1,0.33275,0.000289884,0.000289884,0.000289884
32,695.856,0.03316,0.97594,1,0.33271,0.000275747,0.000275747,0.000275747
33,716.693,0.03745,0.97938,1,0.33353,0.00026161,0.00026161,0.00026161
34,737.816,0.02665,0.97938,1,0.33118,0.000247472,0.000247472,0.000247472
35,758.606,0.03157,0.97594,1,0.33508,0.000233335,0.000233335,0.000233335
36,779.382,0.02757,0.97594,1,0.33388,0.000219198,0.000219198,0.000219198
37,800.288,0.03,0.9811,1,0.33721,0.000205061,0.000205061,0.000205061
38,821.207,0.03148,0.97766,1,0.33216,0.000190924,0.000190924,0.000190924
39,842.142,0.02958,0.9811,1,0.33132,0.000176786,0.000176786,0.000176786
40,862.999,0.02289,0.98282,1,0.32923,0.000162649,0.000162649,0.000162649
41,932.193,0.02885,0.9811,1,0.33751,0.000148512,0.000148512,0.000148512
42,953.281,0.02642,0.97766,1,0.33129,0.000134375,0.000134375,0.000134375
43,973.989,0.02582,0.97938,1,0.33135,0.000120238,0.000120238,0.000120238
44,994.794,0.01626,0.97938,1,0.33103,0.0001061,0.0001061,0.0001061
45,1015.68,0.02886,0.97766,1,0.33672,9.19632e-05,9.19632e-05,9.19632e-05
46,1036.62,0.02506,0.9811,1,0.33797,7.7826e-05,7.7826e-05,7.7826e-05
47,1057.42,0.017,0.9811,1,0.33121,6.36888e-05,6.36888e-05,6.36888e-05
48,1078.24,0.01853,0.98282,1,0.33094,4.95516e-05,4.95516e-05,4.95516e-05
49,1098.91,0.01902,0.98282,1,0.33136,3.54144e-05,3.54144e-05,3.54144e-05
50,1119.78,0.02476,0.98282,1,0.33082,2.12772e-05,2.12772e-05,2.12772e-05
