epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,14.7057,0.03598,0.98837,1,0.03358,0.000548258,0.000548258,0.000548258
2,27.1675,0.04325,0.98837,1,0.03058,0.00108207,0.00108207,0.00108207
3,39.1406,0.03998,0.9593,1,0.10029,0.00159387,0.00159387,0.00159387
4,51.0219,0.04336,0.97384,1,0.04894,0.00156798,0.00156798,0.00156798
5,62.8532,0.0465,0.99709,1,0.01886,0.00153497,0.00153497,0.00153497
6,74.6964,0.04637,0.98837,1,0.02612,0.00150197,0.00150197,0.00150197
7,86.576,0.04665,0.97674,1,0.04353,0.00146896,0.00146896,0.00146896
8,98.4717,0.04297,0.99128,1,0.0134,0.00143595,0.00143595,0.00143595
9,110.531,0.03972,0.97965,1,0.02874,0.00140295,0.00140295,0.00140295
10,122.951,0.04686,0.99419,1,0.01507,0.00136994,0.00136994,0.00136994
11,135.673,0.03005,0.98837,1,0.03185,0.00133693,0.00133693,0.00133693
12,148.101,0.0234,0.98256,1,0.03602,0.00130393,0.00130393,0.00130393
13,160.235,0.01632,0.99128,1,0.01722,0.00127092,0.00127092,0.00127092
14,172.137,0.02859,0.99709,1,0.01095,0.00123791,0.00123791,0.00123791
15,184.086,0.03326,0.99128,1,0.03067,0.00120491,0.00120491,0.00120491
16,196.32,0.03876,0.99419,1,0.01035,0.0011719,0.0011719,0.0011719
17,208.294,0.0337,0.99128,1,0.03103,0.00113889,0.00113889,0.00113889
18,220.081,0.0465,0.99419,1,0.01302,0.00110589,0.00110589,0.00110589
19,232.037,0.0236,0.99419,1,0.0083,0.00107288,0.00107288,0.00107288
20,243.955,0.02389,0.98837,1,0.02597,0.00103987,0.00103987,0.00103987
21,256.065,0.01627,0.98837,1,0.03908,0.00100687,0.00100687,0.00100687
22,302.084,0.03421,0.98837,1,0.04219,0.000973861,0.000973861,0.000973861
23,314.327,0.02703,0.99419,1,0.0198,0.000940855,0.000940855,0.000940855
24,326.139,0.01835,0.99128,1,0.0259,0.000907848,0.000907848,0.000907848
25,338.09,0.02529,0.99128,1,0.01466,0.000874842,0.000874842,0.000874842
26,350.062,0.01661,0.99709,1,0.01694,0.000841835,0.000841835,0.000841835
27,362.076,0.02074,0.99709,1,0.00727,0.000808828,0.000808828,0.000808828
28,373.94,0.01233,0.99419,1,0.01316,0.000775822,0.000775822,0.000775822
29,386.009,0.02071,0.99709,1,0.01799,0.000742815,0.000742815,0.000742815
30,397.866,0.01086,0.99419,1,0.01321,0.000709809,0.000709809,0.000709809
31,409.686,0.01048,0.99419,1,0.01784,0.000676802,0.000676802,0.000676802
32,421.501,0.01651,0.99128,1,0.03212,0.000643795,0.000643795,0.000643795
33,433.529,0.00954,0.99128,1,0.01553,0.000610789,0.000610789,0.000610789
34,445.839,0.00765,0.99419,1,0.01111,0.000577782,0.000577782,0.000577782
35,457.735,0.00707,0.99709,1,0.01343,0.000544776,0.000544776,0.000544776
36,469.62,0.01589,0.99709,1,0.01049,0.000511769,0.000511769,0.000511769
37,481.673,0.02083,0.99709,1,0.01117,0.000478762,0.000478762,0.000478762
38,493.711,0.01225,0.99128,1,0.01404,0.000445756,0.000445756,0.000445756
39,505.698,0.00796,0.99128,1,0.01289,0.000412749,0.000412749,0.000412749
40,517.728,0.01443,0.99128,1,0.02311,0.000379743,0.000379743,0.000379743
41,571.304,0.00815,0.99419,1,0.02279,0.000346736,0.000346736,0.000346736
42,583.166,0.01408,0.98837,1,0.03491,0.000313729,0.000313729,0.000313729
43,595.266,0.00668,0.98837,1,0.03287,0.000280723,0.000280723,0.000280723
44,631.569,0.03086,0.99128,1,0.02843,0.000247716,0.000247716,0.000247716
45,644.011,0.01106,0.99419,1,0.01938,0.00021471,0.00021471,0.00021471
46,655.944,0.00489,0.99128,1,0.01857,0.000181703,0.000181703,0.000181703
47,667.972,0.01302,0.99128,1,0.02165,0.000148696,0.000148696,0.000148696
48,679.972,0.00674,0.99128,1,0.02083,0.00011569,0.00011569,0.00011569
49,691.943,0.00744,0.99128,1,0.02572,8.26832e-05,8.26832e-05,8.26832e-05
50,703.772,0.00607,0.99128,1,0.01885,4.96766e-05,4.96766e-05,4.96766e-05
