epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,63.7364,0.04672,0.99479,1,0.00995,0.000580432,0.000580432,0.000580432
2,119.181,0.03651,0.99826,1,0.00371,0.00114243,0.00114243,0.00114243
3,175.319,0.05404,0.99306,1,0.02087,0.00160099,0.00160099,0.00160099
4,232.005,0.06288,0.99306,1,0.03083,0.00156798,0.00156798,0.00156798
5,290.563,0.05672,0.99826,1,0.00811,0.00153497,0.00153497,0.00153497
6,345.477,0.06012,0.99306,1,0.02004,0.00150197,0.00150197,0.00150197
7,400.97,0.03817,0.99653,1,0.01738,0.00146896,0.00146896,0.00146896
8,454.086,0.02897,0.99826,1,0.00634,0.00143595,0.00143595,0.00143595
9,509.087,0.03895,0.99653,1,0.01736,0.00140295,0.00140295,0.00140295
10,565.938,0.0301,0.99653,1,0.01313,0.00136994,0.00136994,0.00136994
11,627.375,0.04626,0.99479,1,0.01961,0.00133693,0.00133693,0.00133693
12,676.515,0.03715,0.98264,1,0.07279,0.00130393,0.00130393,0.00130393
13,698.144,0.02543,0.99826,1,0.00486,0.00127092,0.00127092,0.00127092
14,719.058,0.0368,0.99479,1,0.03506,0.00123791,0.00123791,0.00123791
15,744.798,0.01921,0.99653,1,0.0179,0.00120491,0.00120491,0.00120491
16,770.682,0.0231,0.99479,1,0.01505,0.0011719,0.0011719,0.0011719
17,790.988,0.03013,0.99479,1,0.0114,0.00113889,0.00113889,0.00113889
18,880.626,0.0224,0.99306,1,0.01805,0.00110589,0.00110589,0.00110589
19,964.751,0.0202,0.99826,1,0.01071,0.00107288,0.00107288,0.00107288
20,1079.07,0.02692,0.99826,1,0.01092,0.00103987,0.00103987,0.00103987
21,1185.69,0.028,0.99826,1,0.00693,0.00100687,0.00100687,0.00100687
22,1296.65,0.02951,0.99653,1,0.0117,0.000973861,0.000973861,0.000973861
23,1449,0.02624,0.99479,1,0.01106,0.000940855,0.000940855,0.000940855
24,1626.44,0.01664,0.99306,1,0.02613,0.000907848,0.000907848,0.000907848
25,1747.69,0.01697,0.99653,1,0.01178,0.000874842,0.000874842,0.000874842
26,1870.38,0.02396,0.99479,1,0.0139,0.000841835,0.000841835,0.000841835
27,1988.5,0.02393,0.99653,1,0.01251,0.000808828,0.000808828,0.000808828
28,2104.32,0.01585,0.99826,1,0.00857,0.000775822,0.000775822,0.000775822
29,2216.97,0.02107,0.99653,1,0.01047,0.000742815,0.000742815,0.000742815
30,3427.38,0.01446,0.99306,1,0.02067,0.000709809,0.000709809,0.000709809
31,3533.43,0.01234,0.99479,1,0.02201,0.000676802,0.000676802,0.000676802
32,3635.83,0.01305,0.99132,1,0.03169,0.000643795,0.000643795,0.000643795
33,3744.98,0.01507,0.99653,1,0.0202,0.000610789,0.000610789,0.000610789
34,3847.74,0.01255,0.99826,1,0.0145,0.000577782,0.000577782,0.000577782
35,3984.24,0.0131,0.99479,1,0.01894,0.000544776,0.000544776,0.000544776
36,4172.68,0.02117,0.99653,1,0.01413,0.000511769,0.000511769,0.000511769
37,4276.52,0.01568,0.99132,1,0.01894,0.000478762,0.000478762,0.000478762
38,4378.12,0.00833,0.99479,1,0.01536,0.000445756,0.000445756,0.000445756
39,4479.05,0.00964,0.99653,1,0.01296,0.000412749,0.000412749,0.000412749
40,4574.07,0.00998,0.99653,1,0.00864,0.000379743,0.000379743,0.000379743
41,4811.7,0.01463,0.99653,1,0.00841,0.000346736,0.000346736,0.000346736
42,5269.04,0.01236,0.99306,1,0.01073,0.000313729,0.000313729,0.000313729
43,5376.13,0.01419,0.99479,1,0.01381,0.000280723,0.000280723,0.000280723
44,5478.53,0.00778,0.99479,1,0.01466,0.000247716,0.000247716,0.000247716
45,5585.25,0.0034,0.99479,1,0.01546,0.00021471,0.00021471,0.00021471
46,5692.72,0.00632,0.99653,1,0.01354,0.000181703,0.000181703,0.000181703
47,5827.47,0.00589,0.99653,1,0.01386,0.000148696,0.000148696,0.000148696
48,6006.03,0.00871,0.99653,1,0.01247,0.00011569,0.00011569,0.00011569
49,6118.06,0.00426,0.99826,1,0.00905,8.26832e-05,8.26832e-05,8.26832e-05
50,6226.75,0.00784,0.99653,1,0.01058,4.96766e-05,4.96766e-05,4.96766e-05
