epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,15.1755,0.06718,0.9867,1,0.04905,0.000548972,0.000548972,0.000548972
2,28.1933,0.06514,0.97872,1,0.06,0.00108277,0.00108277,0.00108277
3,40.9996,0.07505,0.97872,1,0.05138,0.00159456,0.00159456,0.00159456
4,53.6357,0.07307,0.98138,1,0.04219,0.00156798,0.00156798,0.00156798
5,66.376,0.0752,0.98138,1,0.04236,0.00153497,0.00153497,0.00153497
6,79.0795,0.05593,0.97074,1,0.0744,0.00150197,0.00150197,0.00150197
7,91.8246,0.0614,0.98138,1,0.051,0.00146896,0.00146896,0.00146896
8,104.588,0.07407,0.98936,1,0.03987,0.00143595,0.00143595,0.00143595
9,117.898,0.04919,0.97872,1,0.06316,0.00140295,0.00140295,0.00140295
10,131.353,0.04525,0.98936,1,0.04718,0.00136994,0.00136994,0.00136994
11,144.541,0.0501,0.98404,1,0.05983,0.00133693,0.00133693,0.00133693
12,157.285,0.04591,0.98936,1,0.0498,0.00130393,0.00130393,0.00130393
13,170.069,0.05375,0.99202,1,0.03608,0.00127092,0.00127092,0.00127092
14,183.151,0.05159,0.98936,1,0.04384,0.00123791,0.00123791,0.00123791
15,196.187,0.04991,0.99202,1,0.04629,0.00120491,0.00120491,0.00120491
16,209.468,0.04929,0.98404,1,0.04988,0.0011719,0.0011719,0.0011719
17,222.353,0.04133,0.99202,1,0.03836,0.00113889,0.00113889,0.00113889
18,235.006,0.03929,0.9867,1,0.04601,0.00110589,0.00110589,0.00110589
19,248.027,0.04475,0.98404,1,0.06622,0.00107288,0.00107288,0.00107288
20,261.796,0.03028,0.9867,1,0.05913,0.00103987,0.00103987,0.00103987
21,276.078,0.03473,0.98404,1,0.06156,0.00100687,0.00100687,0.00100687
22,288.725,0.03113,0.98936,1,0.05386,0.000973861,0.000973861,0.000973861
23,301.532,0.02554,0.98404,1,0.05659,0.000940855,0.000940855,0.000940855
24,314.195,0.03902,0.98138,1,0.06858,0.000907848,0.000907848,0.000907848
25,326.906,0.03706,0.98138,1,0.04415,0.000874842,0.000874842,0.000874842
26,339.621,0.01788,0.9867,1,0.04843,0.000841835,0.000841835,0.000841835
27,352.322,0.02105,0.9867,1,0.04476,0.000808828,0.000808828,0.000808828
28,364.952,0.02107,0.98404,1,0.06338,0.000775822,0.000775822,0.000775822
29,377.755,0.0333,0.98404,1,0.05394,0.000742815,0.000742815,0.000742815
30,390.72,0.03598,0.98404,1,0.05722,0.000709809,0.000709809,0.000709809
31,403.845,0.02526,0.98404,1,0.05812,0.000676802,0.000676802,0.000676802
32,416.443,0.02921,0.98404,1,0.04921,0.000643795,0.000643795,0.000643795
33,429.162,0.02475,0.9867,1,0.04995,0.000610789,0.000610789,0.000610789
34,441.881,0.02728,0.9867,1,0.05363,0.000577782,0.000577782,0.000577782
35,454.716,0.02498,0.98936,1,0.05614,0.000544776,0.000544776,0.000544776
36,469.41,0.02557,0.98936,1,0.0423,0.000511769,0.000511769,0.000511769
37,482.267,0.05347,0.98936,1,0.04758,0.000478762,0.000478762,0.000478762
38,495.044,0.01859,0.99202,1,0.03773,0.000445756,0.000445756,0.000445756
39,508,0.01557,0.98936,1,0.05058,0.000412749,0.000412749,0.000412749
40,522.256,0.03149,0.98138,1,0.04273,0.000379743,0.000379743,0.000379743
41,575.558,0.02232,0.98404,1,0.0418,0.000346736,0.000346736,0.000346736
42,588.59,0.01159,0.98404,1,0.04979,0.000313729,0.000313729,0.000313729
43,601.648,0.01542,0.98404,1,0.04218,0.000280723,0.000280723,0.000280723
44,614.659,0.02767,0.98404,1,0.05096,0.000247716,0.000247716,0.000247716
45,627.56,0.0183,0.98404,1,0.04585,0.00021471,0.00021471,0.00021471
46,640.571,0.02282,0.98404,1,0.05392,0.000181703,0.000181703,0.000181703
47,653.684,0.01603,0.9867,1,0.06096,0.000148696,0.000148696,0.000148696
48,666.815,0.02243,0.9867,1,0.04748,0.00011569,0.00011569,0.00011569
49,680.024,0.01576,0.9867,1,0.04377,8.26832e-05,8.26832e-05,8.26832e-05
50,693.407,0.01239,0.9867,1,0.04473,4.96766e-05,4.96766e-05,4.96766e-05
