epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,319.274,0.57408,0.47229,0.89542,0.99667,0.98621,0.99454,0.93527,0.40124,0.21323,0.80798,0.000368822,0.000368822,0.000368822
2,615.68,0.55794,0.43139,0.87768,0.99261,0.99586,0.9944,0.93254,0.39717,0.22207,0.80845,0.00072452,0.00072452,0.00072452
3,1171.18,0.54567,0.43557,0.87136,0.99175,0.99506,0.9941,0.94101,0.38619,0.22356,0.80914,0.00106555,0.00106555,0.00106555
4,1566.71,0.54307,0.42798,0.87103,0.98265,0.99724,0.99441,0.93142,0.39134,0.23321,0.80888,0.00104501,0.00104501,0.00104501
5,1837.51,0.53349,0.40858,0.86594,0.98905,0.99681,0.99448,0.93613,0.38034,0.22391,0.80752,0.00102301,0.00102301,0.00102301
6,2106.18,0.52894,0.41453,0.86757,0.9931,0.99286,0.99405,0.93086,0.37653,0.22381,0.80575,0.00100101,0.00100101,0.00100101
7,2372.39,0.51396,0.39534,0.8625,0.98987,0.99586,0.99354,0.93415,0.38394,0.22736,0.80654,0.000979013,0.000979013,0.000979013
8,2639.35,0.51733,0.39621,0.86251,0.99079,0.99586,0.99447,0.94342,0.38103,0.21991,0.80538,0.000957015,0.000957015,0.000957015
9,2905.31,0.51061,0.40213,0.85916,0.99365,0.99862,0.99421,0.93985,0.36779,0.22251,0.80255,0.000935018,0.000935018,0.000935018
10,3171.5,0.50916,0.39299,0.85806,0.99174,0.99366,0.99394,0.92941,0.38291,0.22011,0.80482,0.00091302,0.00091302,0.00091302
11,3437.45,0.50121,0.38565,0.8545,0.98872,0.9931,0.99393,0.93306,0.38787,0.2238,0.80376,0.000891022,0.000891022,0.000891022
12,3703.93,0.51017,0.38914,0.85932,0.99174,0.9939,0.9939,0.94328,0.37167,0.21705,0.80269,0.000869024,0.000869024,0.000869024
13,3973.81,0.50579,0.38351,0.85576,0.99266,0.99862,0.9936,0.94291,0.36938,0.21293,0.80216,0.000847026,0.000847026,0.000847026
14,4207.98,0.49455,0.38066,0.85552,0.99413,0.99034,0.99412,0.94068,0.3686,0.21402,0.80235,0.000825029,0.000825029,0.000825029
15,4441.69,0.49114,0.37726,0.85099,0.98892,0.99862,0.99405,0.94227,0.37142,0.21518,0.8037,0.000803031,0.000803031,0.000803031
16,4675.84,0.48349,0.36402,0.84774,0.98631,0.99862,0.99393,0.94438,0.37708,0.21379,0.80442,0.000781033,0.000781033,0.000781033
17,4911.21,0.48425,0.36658,0.84895,0.99311,0.99411,0.9942,0.94702,0.36665,0.21217,0.80283,0.000759035,0.000759035,0.000759035
