epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,554.558,0.49193,0.3756,0.91419,0.97543,0.96409,0.98977,0.92782,0.40266,0.33568,0.89184,0.000369488,0.000369488,0.000369488
2,1052.33,0.48097,0.32902,0.90377,0.98005,0.95726,0.98927,0.9197,0.41215,0.33711,0.90119,0.000725173,0.000725173,0.000725173
3,1535.77,0.48893,0.34252,0.90551,0.97826,0.96506,0.98821,0.91811,0.41182,0.33494,0.91015,0.00106619,0.00106619,0.00106619
4,2015.46,0.4956,0.34279,0.90618,0.97848,0.974,0.99219,0.92113,0.40675,0.30908,0.89391,0.00104501,0.00104501,0.00104501
5,2496.09,0.48903,0.33866,0.9,0.97289,0.96982,0.99205,0.92153,0.42353,0.30298,0.89919,0.00102301,0.00102301,0.00102301
6,3112.6,0.48111,0.33006,0.90121,0.97594,0.97576,0.99276,0.92568,0.40742,0.30051,0.88406,0.00100101,0.00100101,0.00100101
7,3593.8,0.4738,0.32462,0.89185,0.97612,0.96853,0.99139,0.92757,0.42747,0.36512,0.8957,0.000979013,0.000979013,0.000979013
8,4073.6,0.46888,0.31653,0.89313,0.97726,0.9699,0.98907,0.92656,0.37158,0.29916,0.86688,0.000957015,0.000957015,0.000957015
9,4558.87,0.46963,0.31203,0.89154,0.98926,0.97266,0.99294,0.93653,0.3797,0.2716,0.87414,0.000935018,0.000935018,0.000935018
10,5038.25,0.46522,0.30908,0.88859,0.98218,0.96229,0.99223,0.93211,0.379,0.29758,0.87258,0.00091302,0.00091302,0.00091302
11,5517.06,0.4625,0.30339,0.88769,0.99184,0.96419,0.99192,0.93397,0.38862,0.28159,0.87596,0.000891022,0.000891022,0.000891022
12,6001.78,0.45918,0.30591,0.88645,0.97575,0.97577,0.99312,0.93848,0.38194,0.2746,0.88112,0.000869024,0.000869024,0.000869024
13,6488.12,0.44812,0.29674,0.88291,0.98127,0.9726,0.99336,0.93967,0.35988,0.26178,0.85964,0.000847026,0.000847026,0.000847026
14,6967.42,0.45127,0.30066,0.88182,0.98446,0.96224,0.99113,0.93454,0.37175,0.29956,0.87309,0.000825029,0.000825029,0.000825029
15,7452.64,0.44864,0.29221,0.88281,0.98099,0.97628,0.99057,0.93185,0.36403,0.29249,0.86408,0.000803031,0.000803031,0.000803031
16,7934.99,0.43847,0.288,0.8755,0.98615,0.97512,0.99303,0.93879,0.36249,0.26405,0.85816,0.000781033,0.000781033,0.000781033
17,8392.36,0.43931,0.28576,0.87375,0.98064,0.97615,0.99307,0.93923,0.35824,0.25762,0.85844,0.000759035,0.000759035,0.000759035
18,8913.55,0.44317,0.28458,0.88264,0.98071,0.97875,0.99324,0.94404,0.36401,0.25958,0.86499,0.000737037,0.000737037,0.000737037
19,9723.49,0.43176,0.28411,0.87623,0.98035,0.98175,0.9932,0.94358,0.3514,0.24937,0.85794,0.00071504,0.00071504,0.00071504
20,10658.3,0.43477,0.27996,0.87592,0.98281,0.97563,0.99262,0.94442,0.35382,0.26358,0.85852,0.000693042,0.000693042,0.000693042
21,11152.7,0.42771,0.2777,0.87049,0.98783,0.98018,0.9941,0.94973,0.34677,0.23943,0.84923,0.000671044,0.000671044,0.000671044
22,11788.8,0.43035,0.27638,0.87107,0.98779,0.9797,0.99393,0.95049,0.34797,0.24549,0.85762,0.000649046,0.000649046,0.000649046
23,12476,0.42712,0.27115,0.87422,0.98713,0.98025,0.99403,0.95038,0.34255,0.24216,0.84895,0.000627048,0.000627048,0.000627048
24,12990.6,0.41975,0.26916,0.86946,0.98401,0.98305,0.99377,0.94878,0.34426,0.24536,0.84697,0.000605051,0.000605051,0.000605051
